0,CombatZoneResizeinstant,284,306,366,391,,,,,,,
0,HeartTeleport,320,344,,,,,,,,,
0,HeartMode,0,,,,,,,,,,
0.3,the World Off,,,,,,,,
0.5,SansAnimation,Idle,,,,
0.3,SET,Loop,13,,,,,,
0,:RndAttack,,,,,,,,
0,JMPZ,End,$Loop,,,,,,
0,SUB,Loop,$Loop,1,,,,,
0,RND,Jump,16,,,,,,
0,ADD,Jump,$Jump,1,,,,,
0,JMPREL,$Jump,,,,,,,
0,JMPABS,Attack0,,,,,,,
0,JMPABS,Attack1,,,,,,,
0,JMPABS,Attack2,,,,,,,
0,JMPABS,Attack3,,,,,,,
0,JMPABS,Attack4,,,,,,,
0,JMPABS,Attack5,,,,,,,
0,JMPABS,Attack6,,,,,,,
0,JMPABS,Attack7,,,,,,,
0,JMPABS,Attack8,,,,,,,
0,JMPABS,Attack9,,,,,,,
0,JMPABS,Attack10,,,,,,,
0,JMPABS,Attack11,,,,,,,
0,JMPABS,Attack12,,,,,,,
0,JMPABS,Attack13,,,,,,,
0,JMPABS,Attack14,,,,,,,
0,:Attack0,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,2,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack1,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,1,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack2,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,2,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack3,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,1,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack4,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,2,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack5,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,1,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack6,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,2,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack7,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,1,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack8,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,2,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack9,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,1,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack10,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,2,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack11,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,1,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack12,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,2,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack13,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,1,0.1
0.2,JMPABS,RndAttack,,,,,,,
0,:Attack14,,,,,,,,
0.5,GasterBlaster,2,325,0,325,180,90,9,0,1,0.1
0.2,JMPABS,RndAttack,,,,,,,
10,:End,,,,,,,,
0.4,SansAnimation,Idle,,,,,
,,,,,,,,,
0.4,BlackScreen,1,,,,,,
0,Sound,Flash,,,,,
0.4,BlackScreen,0,,,,,,
0,CombatZoneResizeInstant,241,226,406,391,,,,,,,
0,HeartTeleport,320,304,,,,
0,Sound,Flash,,,,,
0.26666,SansBody,HandDown,,,,,,,
0.333,SansSlam,1,,,,,,,
0.2,BoneStab,1,50,0.4,0.1,,,,
0,GasterBlaster,0,640,240,499,306,180,1,0.16666
0,BoneStab,3,75,0.4,0.1,,,,
0.5,SansBody,HandLeft,,,,,,,
0.333,SansSlam,2,,,,,,,
0.2,BoneStab,2,50,0.4,0.1,,,,
0,GasterBlaster,0,0,0,320,206,90,1,0.16666
0,BoneStab,0,75,0.4,0.1,,,,
0.5,SansBody,HandLeft,,,,,,,
0.333,SansSlam,2,,,,,,,
0.2,BoneStab,2,25,0.26666,0.1,,,,
0,GasterBlaster,0,0,0,320,166,90,1,0.16666
0.5,SansBody,HandRight,,,,,,,
0,SansHead,ClosedEyes,,,,,,,
0.06666,SansHead,Default,,,,,,,
0.333,SansSlam,0,,,,,,,
0.2,BoneStab,0,50,0.4,0.1,,,,
0,GasterBlaster,0,0,0,320,126,90,1,0.16666
0,BoneStab,2,75,0.4,0.1,,,,
0.5,SansBody,HandDown,,,,,,,
0.333,SansSlam,1,,,,,,,
0.2,BoneStab,1,25,0.26666,0.1,,,,
0,GasterBlaster,0,640,240,499,306,180,1,0.16666
0.5,SansBody,HandUp,,,,,,,
0.333,SansSlam,3,,,,,,,
0.2,BoneStab,3,50,0.4,0.1,,,,
0,BoneStab,1,75,0.4,0.1,,,,
0.5,SansBody,HandLeft,,,,,,,
0,SansHead,ClosedEyes,,,,,,,
0.06666,SansHead,Default,,,,,,,
0.333,SansSlam,2,,,,,,,
0.2,BoneStab,2,25,0.26666,0.1,,,,
0.5,SansBody,HandRight,,,,,,,
0.333,SansSlam,0,,,,,,,
0.2,BoneStab,0,25,0.26666,0.1,,,,
0.5,SansBody,HandDown,,,,,,,
0.333,SansSlam,1,,,,,,,
0.2,BoneStab,1,25,0.26666,0.1,,,,
0.5,HeartMode,0,,,,,,,
0,SansHead,ClosedEyes,,,,,,,
0.06666,SansHead,Default,,,,,,,
0.4,SansAnimation,Idle,,,,,,,
0,SansSweat,1,,,,,,,
0,SansHead,Wink,,,,,,,
0,SansTorso,Shrug,,,,,,,
3,EndAttack,,,,,,
